,Rk,G,Date,Unnamed: 3,Opp,W/L,Tm,Opp.1,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Unnamed: 18,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 23,eFG%.1,TOV%.1,DRB%,FT/FGA.1
1071,76,76,2015-04-03,,CHO,W,93,74,98.4,78.3,94.5,.217,.193,.511,56.7,55.6,13.8,6.5,,.482,18.0,31.9,.157,,.375,16.9,80.0,.175
1072,77,77,2015-04-05,,MIA,W,112,89,120.8,96.0,92.7,.424,.353,.555,59.8,62.2,6.5,11.3,,.518,9.8,40.0,.282,,.463,13.4,83.3,.159
1073,78,78,2015-04-08,@,NYK,W,102,86,108.9,91.8,93.6,.351,.286,.574,61.4,60.5,7.5,6.0,,.519,16.1,30.6,.286,,.387,10.3,82.7,.250
1074,79,79,2015-04-10,@,DET,W,107,103,118.6,114.1,90.2,.278,.241,.603,48.3,76.3,6.6,1.5,,.551,10.1,23.1,.253,,.511,10.0,68.8,.135
1075,80,80,2015-04-12,,OKC,W,116,104,119.2,106.9,97.3,.443,.253,.614,54.7,59.5,4.1,4.5,,.595,11.3,24.3,.278,,.489,6.9,74.1,.116
1076,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
1077,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1078,81,81,2015-04-14,,WAS,W,99,95,92.8,89.0,88.3,.162,.286,.440,48.7,55.0,4.7,11.3,,.424,10.4,23.3,.095,,.389,9.0,76.4,.135
1079,82,82,2015-04-15,@,MEM,L,83,95,102.1,116.8,81.3,.192,.308,.491,42.9,46.9,8.6,11.9,,.462,12.4,28.9,.141,,.487,12.1,59.0,.276
1080,1,1,2014-10-30,,OKC,W,93,90,102.3,99.0,90.9,.287,.345,.474,41.3,50.0,11.0,9.1,,.431,10.1,26.4,.207,,.477,21.6,70.4,.431
1081,2,2,2014-10-31,@,LAL,W,118,111,122.0,114.7,96.8,.620,.465,.653,47.4,73.5,6.2,3.2,,.563,13.4,16.2,.535,,.555,12.9,76.9,.244
1082,3,3,2014-11-02,,SAC,L,92,98,101.5,108.2,90.6,.239,.352,.473,43.2,69.7,11.0,12.1,,.426,7.6,22.9,.193,,.522,18.7,72.7,.397
1083,4,4,2014-11-03,,UTA,W,107,101,115.2,108.7,92.9,.210,.284,.605,44.9,68.3,6.5,12.0,,.568,10.2,12.8,.185,,.532,16.3,76.9,.247
1084,5,5,2014-11-05,@,GSW,L,104,121,103.3,120.2,100.7,.329,.232,.554,43.5,68.4,11.9,4.1,,.506,13.0,12.5,.256,,.682,21.7,86.2,.270
1085,6,6,2014-11-08,,POR,W,106,102,113.7,109.4,93.2,.370,.148,.563,46.3,42.5,8.6,7.3,,.525,6.9,19.0,.259,,.513,15.0,76.3,.250
1086,7,7,2014-11-10,,SAS,L,85,89,96.3,100.9,88.2,.230,.297,.522,53.0,78.8,6.8,12.5,,.480,15.5,21.6,.189,,.410,7.8,78.3,.253
1087,8,8,2014-11-15,,PHO,W,120,107,119.2,106.3,100.6,.632,.426,.690,52.2,66.7,5.0,17.4,,.632,18.7,12.9,.500,,.439,8.4,72.9,.202
1088,9,9,2014-11-17,,CHI,L,89,105,98.7,116.5,90.1,.272,.284,.491,47.1,55.6,2.2,9.3,,.488,11.7,20.0,.123,,.550,8.1,77.5,.213
1089,10,10,2014-11-19,@,ORL,W,114,90,120.8,95.4,94.4,.190,.250,.626,44.8,53.3,8.5,14.5,,.607,7.1,5.1,.143,,.442,12.2,77.1,.163
1090,11,11,2014-11-20,@,MIA,W,110,93,124.6,105.3,88.3,.221,.403,.651,53.8,72.1,6.8,0.0,,.643,13.3,14.3,.143,,.493,13.0,83.8,.403
1091,12,12,2014-11-23,@,MEM,L,91,107,95.8,112.7,94.9,.364,.325,.509,38.1,43.8,10.5,1.6,,.461,10.1,11.1,.260,,.535,15.2,69.2,.188
1092,13,13,2014-11-24,@,CHO,W,113,92,127.0,103.4,88.9,.114,.364,.611,56.6,62.2,2.2,3.6,,.597,8.0,22.2,.091,,.427,5.2,87.5,.373
1093,14,14,2014-11-26,@,DET,W,104,98,116.3,109.6,89.4,.244,.359,.602,50.6,56.8,10.1,5.9,,.551,14.8,25.7,.231,,.513,14.5,71.4,.231
1094,15,15,2014-11-28,@,HOU,W,102,85,111.4,92.9,91.5,.272,.309,.562,52.9,60.5,8.7,8.9,,.525,9.9,20.0,.210,,.451,13.6,82.2,.134
1095,16,16,2014-11-29,@,UTA,W,112,96,127.9,109.6,87.6,.188,.350,.647,50.0,46.7,6.9,9.3,,.631,11.3,26.5,.138,,.500,12.7,70.0,.280
1096,17,17,2014-12-01,,MIN,W,127,101,127.5,101.4,99.6,.450,.425,.663,61.0,80.5,5.0,10.0,,.606,12.7,25.7,.375,,.439,9.1,87.2,.354
1097,18,18,2014-12-03,,ORL,W,114,86,116.0,87.5,98.2,.321,.397,.640,56.4,76.2,11.2,10.2,,.615,16.0,17.6,.231,,.462,15.1,86.4,.165
1098,19,19,2014-12-06,,NOP,W,120,100,135.1,112.6,88.8,.308,.410,.678,45.8,79.1,7.9,10.5,,.660,7.3,15.4,.218,,.525,10.8,72.7,.200
1099,20,20,2014-12-08,,PHO,W,121,120,113.3,112.4,96.7,.313,.323,.554,51.1,61.4,6.6,9.3,,.505,9.2,21.7,.250,,.571,13.8,83.3,.176
1100,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
1101,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1102,21,21,2014-12-10,@,IND,W,103,96,109.0,101.6,94.5,.159,.273,.547,53.8,59.5,7.4,11.3,,.517,11.3,24.4,.136,,.444,10.0,76.9,.191
1103,22,22,2014-12-12,@,WAS,L,96,104,105.3,114.0,91.2,.413,.267,.542,50.0,43.8,7.7,3.1,,.467,16.9,30.0,.347,,.544,13.6,73.5,.213
1104,23,23,2014-12-13,@,MIL,L,106,111,110.7,116.0,95.7,.209,.319,.533,47.3,61.5,8.4,4.6,,.505,10.8,23.3,.154,,.612,14.8,80.6,.237
1105,24,24,2014-12-15,,DET,W,113,91,126.5,101.9,89.3,.250,.300,.636,50.0,81.4,10.1,5.4,,.613,13.6,33.3,.188,,.470,15.5,63.0,.157
1106,25,25,2014-12-17,,IND,W,102,100,107.8,105.7,94.6,.577,.231,.521,54.3,58.8,7.4,5.6,,.474,10.9,32.6,.359,,.467,10.7,72.5,.178
1107,26,26,2014-12-19,@,DEN,L,106,109,108.1,111.2,98.1,.388,.212,.533,49.4,53.8,14.3,7.8,,.476,10.0,29.5,.294,,.544,18.4,74.3,.275
1108,27,27,2014-12-20,,MIL,W,106,102,113.0,108.7,93.8,.333,.321,.571,47.1,78.4,10.7,7.0,,.531,11.4,23.4,.247,,.580,17.0,75.0,.099
1109,28,28,2014-12-22,@,SAS,L,118,125,124.1,131.5,95.1,.337,.279,.597,52.2,53.5,10.5,9.3,,.558,9.2,26.2,.256,,.721,11.3,92.6,.182
1110,29,29,2014-12-23,@,ATL,L,104,107,110.0,113.1,94.6,.304,.315,.498,54.3,70.3,10.6,9.4,,.462,8.7,32.0,.207,,.526,13.3,79.5,.355
1111,30,30,2014-12-25,,GSW,W,100,86,102.3,88.0,97.8,.356,.368,.497,53.2,52.9,10.2,7.7,,.443,11.4,23.4,.264,,.463,15.1,83.0,.150
1112,31,31,2014-12-27,,TOR,L,98,110,108.6,121.9,90.2,.185,.309,.559,50.0,70.3,4.4,13.5,,.531,13.8,22.5,.148,,.552,8.7,73.9,.174
1113,32,32,2014-12-29,,UTA,W,101,97,106.6,102.3,94.8,.272,.284,.557,44.1,64.9,7.4,16.4,,.519,13.4,17.1,.210,,.457,11.3,65.4,.141
1114,33,33,2014-12-31,,NYK,W,99,78,108.2,85.2,91.5,.244,.415,.545,55.6,77.8,6.6,4.5,,.530,9.9,13.2,.146,,.405,7.2,86.5,.119
1115,34,34,2015-01-03,,PHI,W,127,91,134.6,96.4,94.4,.306,.435,.658,48.9,71.7,13.8,5.6,,.629,7.7,23.1,.235,,.462,18.8,69.4,.228
1116,35,35,2015-01-05,,ATL,L,98,107,98.8,107.9,99.2,.446,.338,.554,52.3,69.7,5.0,9.3,,.493,19.2,19.0,.338,,.525,11.2,84.1,.272
1117,36,36,2015-01-07,,LAL,W,114,89,121.6,94.9,93.7,.353,.388,.580,47.7,72.5,9.6,7.7,,.541,5.8,17.8,.259,,.465,11.5,79.1,.118
1118,37,37,2015-01-10,,DAL,W,120,100,125.4,104.5,95.7,.239,.352,.617,54.0,67.4,8.4,8.9,,.597,9.3,22.0,.170,,.512,10.5,82.6,.140
1119,38,38,2015-01-11,,MIA,L,90,104,104.7,121.0,86.0,.240,.347,.543,37.0,50.0,4.7,3.3,,.513,13.6,16.2,.173,,.519,11.6,58.3,.247
1120,39,39,2015-01-14,@,POR,W,100,94,106.3,99.9,94.1,.216,.261,.519,47.8,54.1,9.6,3.3,,.466,6.8,15.9,.205,,.437,11.1,77.1,.207
1121,40,40,2015-01-16,,CLE,L,121,126,119.5,124.5,101.2,.396,.319,.566,49.4,60.5,8.9,1.7,,.527,10.8,34.7,.275,,.614,16.4,68.4,.289
1122,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
1123,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1124,41,41,2015-01-17,@,SAC,W,117,108,124.8,115.2,93.8,.337,.304,.554,38.6,54.5,7.5,8.5,,.527,4.5,25.6,.217,,.489,14.5,51.1,.236
1125,42,42,2015-01-19,,BOS,W,102,93,113.0,103.0,90.3,.232,.256,.564,50.6,69.2,6.6,18.2,,.530,10.9,24.4,.183,,.464,12.2,73.9,.179
1126,43,43,2015-01-22,,BRK,W,123,84,129.9,88.7,94.7,.253,.301,.667,54.5,83.7,8.4,13.4,,.657,13.2,26.5,.169,,.398,10.8,72.2,.159
1127,44,44,2015-01-25,@,PHO,W,120,100,125.2,104.3,95.9,.414,.264,.583,61.7,65.1,7.3,9.8,,.552,9.7,35.0,.276,,.488,10.7,87.8,.275
1128,45,45,2015-01-26,,DEN,W,102,98,112.7,108.3,90.5,.275,.238,.569,54.2,65.8,11.0,12.9,,.519,12.7,25.0,.238,,.530,10.0,81.4,.120
1129,46,46,2015-01-28,@,UTA,W,94,89,115.5,109.4,81.4,.329,.342,.540,44.0,38.2,8.6,10.5,,.507,8.4,24.4,.224,,.463,9.1,62.8,.173
1130,47,47,2015-01-30,@,NOP,L,103,108,114.2,119.8,90.2,.185,.304,.518,42.7,47.6,5.5,6.6,,.495,4.8,19.6,.130,,.494,7.6,67.4,.267
1131,48,48,2015-01-31,@,SAS,W,105,85,108.4,87.8,96.8,.198,.242,.531,60.9,50.0,12.4,15.6,,.484,13.2,33.3,.187,,.440,16.3,90.9,.253
1132,49,49,2015-02-02,@,BRK,L,100,102,103.9,105.9,96.3,.281,.258,.500,53.6,54.8,6.2,1.8,,.517,10.7,30.0,.090,,.566,15.0,78.7,.096
1133,50,50,2015-02-05,@,CLE,L,94,105,99.4,111.1,94.5,.220,.242,.471,45.3,63.2,9.5,2.4,,.445,10.7,26.9,.143,,.486,16.5,67.4,.486
1134,51,51,2015-02-06,@,TOR,L,107,123,118.8,136.5,90.1,.397,.295,.584,41.7,55.3,8.9,8.9,,.526,8.0,17.9,.321,,.620,10.8,69.7,.400
1135,52,52,2015-02-08,@,OKC,L,108,131,110.4,133.9,97.8,.189,.356,.554,34.9,66.7,9.2,2.9,,.533,11.8,17.4,.133,,.568,9.5,56.8,.352
1136,53,53,2015-02-09,@,DAL,W,115,98,126.6,107.9,90.8,.315,.293,.549,53.0,51.2,8.8,6.4,,.495,5.4,34.0,.261,,.469,11.3,72.0,.272
1137,54,54,2015-02-11,,HOU,W,110,95,111.4,96.2,98.7,.556,.272,.546,54.4,64.1,13.2,7.1,,.506,13.0,30.8,.346,,.443,15.0,72.5,.207
1138,55,55,2015-02-19,,SAS,W,119,115,116.4,112.5,102.3,.675,.247,.596,53.1,61.9,9.8,7.1,,.597,10.7,23.3,.351,,.571,14.5,86.8,.226
1139,56,56,2015-02-21,,SAC,W,126,99,117.6,92.4,107.1,.295,.368,.587,49.5,67.4,8.4,15.3,,.558,9.3,21.2,.211,,.364,13.6,75.4,.398
1140,57,57,2015-02-23,,MEM,L,87,90,95.3,98.6,91.3,.152,.342,.516,48.8,60.0,6.6,15.2,,.500,13.4,12.8,.101,,.438,9.8,81.4,.235
1141,58,58,2015-02-25,@,HOU,L,105,110,107.8,113.0,97.4,.209,.352,.528,51.6,45.0,1.0,9.1,,.500,13.1,26.1,.154,,.506,8.2,75.5,.239
1142,59,59,2015-02-27,@,MEM,W,97,79,105.5,85.9,91.9,.359,.333,.537,53.4,55.6,9.8,13.3,,.519,10.9,23.1,.205,,.397,13.0,77.6,.115
1143,60,60,2015-03-01,@,CHI,W,96,86,105.7,94.7,90.8,.276,.310,.492,51.9,39.5,6.6,19.7,,.477,7.6,27.7,.149,,.368,9.9,71.2,.253
1144,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
1145,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1146,61,61,2015-03-02,@,MIN,W,110,105,110.8,105.7,99.3,.207,.359,.548,47.8,54.5,7.0,4.5,,.543,9.9,18.8,.109,,.463,10.1,81.0,.354
1147,62,62,2015-03-04,,POR,L,93,98,90.5,95.4,93.0,.188,.323,.447,45.5,67.6,5.8,7.3,,.443,8.0,15.0,.083,,.437,13.1,80.8,.253
1148,63,63,2015-03-08,@,GSW,L,98,106,103.1,111.5,95.0,.169,.301,.550,51.3,62.5,8.4,5.2,,.530,16.8,23.1,.120,,.563,12.6,81.1,.200
1149,64,64,2015-03-09,,MIN,W,89,76,97.5,83.3,91.3,.190,.392,.520,45.7,85.7,12.1,2.7,,.513,14.9,19.1,.101,,.386,14.0,73.3,.145
1150,65,65,2015-03-11,@,OKC,W,120,108,125.3,112.8,95.8,.618,.395,.621,49.4,62.9,11.5,3.9,,.559,11.0,28.2,.461,,.513,17.9,71.1,.395
1151,66,66,2015-03-13,@,DAL,L,99,129,108.3,141.1,91.4,.146,.390,.567,42.7,65.9,9.8,3.6,,.573,14.7,26.2,.061,,.702,14.1,63.6,.131
1152,67,67,2015-03-15,,HOU,L,98,100,97.0,98.9,101.1,.293,.317,.529,53.8,66.7,7.9,14.3,,.512,17.8,20.0,.171,,.413,10.5,79.2,.337
1153,68,68,2015-03-17,,CHO,W,99,92,106.3,98.8,93.1,.364,.312,.554,50.6,68.6,7.5,6.2,,.513,11.8,17.1,.260,,.437,12.4,80.4,.291
1154,69,69,2015-03-18,@,SAC,W,116,105,124.2,112.4,93.4,.148,.420,.619,45.0,60.0,5.4,9.7,,.608,10.5,18.6,.102,,.500,9.7,75.7,.329
1155,70,70,2015-03-20,,WAS,W,113,99,117.6,103.1,96.1,.198,.267,.604,56.1,73.3,5.2,9.0,,.593,13.0,22.2,.128,,.465,8.6,82.6,.221
1156,71,71,2015-03-22,,NOP,W,107,100,117.6,109.9,91.0,.253,.253,.529,50.6,59.5,11.0,13.2,,.500,9.0,33.3,.176,,.587,18.0,74.3,.160
1157,72,72,2015-03-25,@,NYK,W,111,80,114.9,82.8,96.6,.231,.359,.646,53.4,70.5,12.4,11.9,,.635,14.9,18.2,.154,,.384,18.1,82.5,.207
1158,73,73,2015-03-27,@,PHI,W,119,98,116.4,95.9,102.2,.378,.354,.622,58.3,63.6,7.8,3.6,,.610,14.3,20.0,.232,,.483,11.7,85.7,.174
1159,74,74,2015-03-29,@,BOS,W,119,106,119.0,106.0,100.0,.476,.381,.586,57.0,68.3,5.0,8.1,,.565,10.6,29.5,.286,,.462,8.8,81.6,.215
1160,75,75,2015-03-31,,GSW,L,106,110,111.5,115.7,95.0,.402,.268,.549,48.8,52.8,4.2,12.5,,.476,10.2,23.3,.341,,.494,8.3,75.6,.306
1161,76,76,2015-04-01,@,POR,W,126,122,134.6,130.3,93.6,.279,.326,.652,48.2,65.2,6.4,4.7,,.622,5.9,18.9,.221,,.579,7.4,71.7,.213
1162,77,77,2015-04-04,@,DEN,W,107,92,113.9,97.9,94.0,.532,.430,.549,51.6,70.6,9.6,11.1,,.513,11.0,31.0,.329,,.412,13.2,69.4,.259
1163,78,78,2015-04-05,@,LAL,W,106,78,124.2,91.4,85.3,.240,.360,.639,49.4,67.5,11.7,1.7,,.633,10.8,20.6,.147,,.433,16.7,70.2,.173
1164,79,79,2015-04-07,,LAL,W,105,100,109.7,104.4,95.7,.370,.296,.557,51.7,64.1,6.3,10.2,,.525,7.8,14.6,.247,,.470,10.3,83.3,.250
1165,80,80,2015-04-11,,MEM,W,94,86,100.6,92.0,93.4,.250,.307,.481,50.0,71.4,10.7,8.8,,.432,11.7,27.3,.205,,.455,17.1,73.8,.208
1166,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
1167,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1168,81,81,2015-04-13,,DEN,W,110,103,116.8,109.3,94.2,.451,.256,.560,44.8,67.6,7.4,11.8,,.494,11.7,28.3,.354,,.436,9.0,57.6,.149
1169,82,82,2015-04-14,@,PHO,W,112,101,121.3,109.4,92.3,.207,.437,.590,53.0,61.9,10.8,9.3,,.569,11.2,28.2,.149,,.556,14.5,75.0,.150
1170,1,1,2014-10-28,,HOU,L,90,108,99.0,118.8,90.9,.494,.127,.468,43.4,57.1,7.7,6.8,,.373,10.3,25.0,.392,,.507,12.0,64.1,.466
1171,2,2,2014-10-29,@,PHO,L,99,119,105.7,127.0,93.7,.291,.151,.510,48.7,54.1,9.6,6.0,,.453,11.8,27.9,.244,,.646,13.5,74.3,.159
1172,3,3,2014-10-31,,LAC,L,111,118,114.7,122.0,96.8,.341,.244,.588,52.6,57.1,5.2,5.3,,.555,12.9,23.1,.244,,.563,13.4,83.8,.535
1173,4,4,2014-11-01,@,GSW,L,104,127,103.2,126.0,100.8,.284,.159,.525,46.3,51.2,8.9,5.0,,.489,18.2,35.4,.205,,.620,17.3,62.5,.289
1174,5,5,2014-11-04,,PHO,L,106,112,106.5,112.5,99.5,.466,.182,.500,48.5,45.7,7.0,11.0,,.432,10.2,31.6,.341,,.484,11.1,70.5,.264
1175,6,6,2014-11-09,,CHO,W,107,92,119.3,102.6,89.7,.268,.207,.584,49.4,66.7,8.9,3.1,,.549,10.7,22.9,.207,,.462,10.8,71.4,.241
1176,7,7,2014-11-11,@,MEM,L,102,107,115.5,121.2,88.3,.195,.253,.540,50.0,53.7,9.1,9.0,,.511,12.1,36.6,.149,,.551,12.7,65.7,.269
1177,8,8,2014-11-12,@,NOP,L,102,109,109.3,116.8,93.3,.381,.250,.520,46.3,42.9,8.6,7.9,,.458,8.4,23.4,.298,,.598,12.6,77.1,.134
1178,9,9,2014-11-14,,SAS,L,80,93,89.6,104.2,89.2,.413,.160,.451,51.1,60.7,6.7,8.8,,.387,12.8,22.9,.293,,.475,10.1,83.3,.213
1179,10,10,2014-11-16,,GSW,L,115,136,112.0,132.5,102.7,.434,.162,.488,48.5,43.6,8.8,6.9,,.409,5.6,33.3,.343,,.616,13.7,71.8,.349
1180,11,11,2014-11-18,@,ATL,W,114,109,125.0,119.5,91.2,.253,.195,.590,53.7,51.1,7.7,0.0,,.575,10.2,34.2,.161,,.535,9.5,70.5,.212
1181,12,12,2014-11-19,@,HOU,W,98,92,103.9,97.6,94.3,.253,.220,.485,55.3,45.9,8.5,8.3,,.434,11.4,30.4,.209,,.507,16.8,84.6,.230
1182,13,13,2014-11-21,@,DAL,L,106,140,117.8,155.6,90.0,.247,.153,.562,45.8,54.5,3.3,8.5,,.547,9.6,31.7,.153,,.732,8.7,64.5,.244
1183,14,14,2014-11-23,,DEN,L,94,101,89.0,95.7,95.6,.382,.270,.452,46.7,45.5,9.5,11.3,,.388,11.1,17.3,.281,,.433,13.0,74.5,.256
1184,15,15,2014-11-26,,MEM,L,93,99,102.9,109.6,90.4,.296,.235,.508,48.3,48.5,6.6,15.5,,.457,10.7,25.5,.235,,.481,13.3,75.0,.275
1185,16,16,2014-11-28,,MIN,L,119,120,121.0,122.0,98.3,.247,.236,.603,53.0,56.3,12.2,1.6,,.584,12.4,32.4,.169,,.633,16.7,79.3,.253
1186,17,17,2014-11-30,,TOR,W,129,122,119.5,113.0,97.8,.354,.250,.581,50.5,51.1,3.7,10.0,,.542,8.3,23.5,.260,,.476,6.4,75.0,.221
1187,18,18,2014-12-02,@,DET,W,106,96,111.6,101.1,94.9,.296,.210,.579,49.0,64.1,9.5,8.7,,.543,13.3,26.7,.222,,.400,11.9,68.6,.267
1188,19,19,2014-12-03,@,WAS,L,95,111,97.6,114.1,97.3,.247,.341,.504,44.8,48.5,8.2,8.1,,.459,12.1,18.0,.200,,.516,9.8,73.9,.161
1189,20,20,2014-12-05,@,BOS,L,96,113,92.8,109.2,103.5,.207,.174,.478,41.3,36.8,1.9,5.7,,.446,10.7,13.7,.152,,.556,13.8,75.6,.144
1190,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
1191,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
1192,21,21,2014-12-07,,NOP,L,87,104,92.6,110.7,93.9,.167,.211,.450,40.5,50.0,4.3,9.2,,.428,6.8,14.6,.111,,.566,14.3,75.0,.120
1193,22,22,2014-12-09,,SAC,W,98,95,105.2,102.0,93.1,.260,.260,.458,48.4,71.1,9.7,10.9,,.422,4.5,26.4,.177,,.507,15.6,77.5,.343
1194,23,23,2014-12-12,@,SAS,W,112,110,109.6,107.6,92.6,.156,.250,.546,51.0,61.4,10.8,6.8,,.521,12.0,28.6,.125,,.533,16.1,74.5,.156
1195,24,24,2014-12-14,@,MIN,W,100,94,106.1,99.7,94.3,.420,.210,.521,49.5,64.7,10.6,6.3,,.451,10.3,25.6,.333,,.439,12.4,70.8,.167
1196,25,25,2014-12-15,@,IND,L,91,110,96.3,116.4,94.5,.330,.295,.452,41.8,48.3,10.6,7.6,,.386,8.2,20.8,.261,,.524,12.1,71.1,.277
1197,26,26,2014-12-19,,OKC,L,103,104,110.0,111.1,93.6,.176,.294,.562,50.6,68.3,3.2,7.7,,.541,9.8,13.9,.129,,.477,6.6,77.6,.256
1198,27,27,2014-12-21,@,SAC,L,101,108,105.7,113.0,95.6,.345,.299,.504,51.6,42.4,8.4,3.6,,.437,13.8,34.6,.287,,.525,12.9,74.4,.316
1199,28,28,2014-12-23,,GSW,W,115,105,118.7,108.4,96.9,.191,.292,.596,51.9,60.9,11.4,17.2,,.584,14.2,31.7,.124,,.536,17.2,72.5,.179
1200,29,29,2014-12-25,@,CHI,L,93,113,107.3,130.3,86.7,.228,.174,.459,40.6,50.0,10.4,12.9,,.418,3.8,30.2,.174,,.547,11.8,53.5,.221
1201,30,30,2014-12-26,@,DAL,L,98,102,100.6,104.7,97.4,.202,.293,.455,61.2,55.6,8.2,9.2,,.419,12.9,41.4,.152,,.536,12.2,86.7,.157
1202,31,31,2014-12-28,,PHO,L,107,116,106.4,115.4,100.5,.247,.247,.596,43.8,52.4,8.0,9.2,,.593,15.9,9.8,.136,,.557,11.0,79.5,.218
1203,32,32,2014-12-30,@,DEN,W,111,103,112.8,104.6,98.4,.342,.329,.635,51.9,77.5,6.1,6.6,,.618,17.1,12.5,.224,,.494,10.0,77.6,.195
1204,33,33,2015-01-02,,MEM,L,106,109,110.6,113.8,95.8,.235,.235,.593,45.2,55.8,10.4,11.4,,.568,12.7,13.2,.173,,.524,10.9,71.7,.250
1205,34,34,2015-01-04,,IND,W,88,87,98.4,97.3,89.4,.423,.254,.523,42.5,51.9,8.9,4.8,,.423,11.6,12.8,.394,,.411,12.5,66.7,.144
1206,35,35,2015-01-05,@,POR,L,94,98,102.5,106.9,91.7,.227,.159,.486,52.1,54.1,5.5,0.0,,.443,9.4,23.9,.182,,.464,8.8,79.2,.253
1207,36,36,2015-01-07,@,LAC,L,89,114,94.9,121.6,93.7,.200,.235,.481,52.3,56.8,3.2,1.9,,.465,11.5,20.9,.118,,.541,5.8,82.2,.259
1208,37,37,2015-01-09,,ORL,W,101,84,106.6,88.6,94.8,.344,.233,.487,62.5,44.4,8.4,11.3,,.439,10.4,36.0,.244,,.434,14.8,91.3,.237
1209,38,38,2015-01-11,,POR,L,94,106,98.3,110.9,95.6,.235,.272,.526,51.1,80.6,2.1,7.3,,.488,12.7,15.9,.185,,.552,10.5,86.4,.128
1210,39,39,2015-01-13,,MIA,L,75,78,80.1,83.3,93.6,.196,.250,.375,46.9,69.0,10.7,4.8,,.337,10.7,23.2,.141,,.436,17.5,78.6,.128
1211,40,40,2015-01-15,,CLE,L,102,109,116.7,124.7,87.4,.303,.316,.592,47.9,66.7,4.6,2.1,,.566,11.3,23.5,.211,,.532,8.8,69.2,.333
1212,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
1213,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
